total_consumption;date;hour
4.485;12.04.2022;14
6.549;12.04.2022;15
5.174;12.04.2022;16
4.946;12.04.2022;17
3.505;12.04.2022;18
4.367;12.04.2022;19
3.723;12.04.2022;20
4.533;12.04.2022;21
3.994;12.04.2022;22
3.084;12.04.2022;23
1.736;12.04.2022;24
80.297;12.04.2022;Kokku
1.423;13.04.2022;1
1.676;13.04.2022;2
2.266;13.04.2022;3
1.743;13.04.2022;4
2.049;13.04.2022;5
2.332;13.04.2022;6
3.353;13.04.2022;7
3.181;13.04.2022;8
2.801;13.04.2022;9
1.859;13.04.2022;10
2.997;13.04.2022;11
2.232;13.04.2022;12
2.821;13.04.2022;13
3.307;13.04.2022;14
2.224;13.04.2022;15
2.926;13.04.2022;16
4.217;13.04.2022;17
5.137;13.04.2022;18
5.323;13.04.2022;19
4.112;13.04.2022;20
4.37;13.04.2022;21
4.051;13.04.2022;22
2.556;13.04.2022;23
1.42;13.04.2022;24
70.376;13.04.2022;Kokku
1.506;14.04.2022;1
1.549;14.04.2022;2
2.097;14.04.2022;3
1.81;14.04.2022;4
1.866;14.04.2022;5
2.061;14.04.2022;6
3.523;14.04.2022;7
2.395;14.04.2022;8
2.547;14.04.2022;9
2.462;14.04.2022;10
2.702;14.04.2022;11
2.393;14.04.2022;12
3.04;14.04.2022;13
2.338;14.04.2022;14
2.711;14.04.2022;15
2.047;14.04.2022;16
2.022;14.04.2022;17
3.264;14.04.2022;18
5.402;14.04.2022;19
3.387;14.04.2022;20
4.997;14.04.2022;21
4.841;14.04.2022;22
2.993;14.04.2022;23
2.213;14.04.2022;24
66.166;14.04.2022;Kokku
1.864;15.04.2022;1
1.985;15.04.2022;2
2.305;15.04.2022;3
1.874;15.04.2022;4
2.03;15.04.2022;5
3.56;15.04.2022;6
2.837;15.04.2022;7
2.308;15.04.2022;8
3.732;15.04.2022;9
3.798;15.04.2022;10
3.919;15.04.2022;11
2.434;15.04.2022;12
3.58;15.04.2022;13
4.253;15.04.2022;14
5.941;15.04.2022;15
3.84;15.04.2022;16
2.95;15.04.2022;17
2.942;15.04.2022;18
2.288;15.04.2022;19
3.848;15.04.2022;20
4.297;15.04.2022;21
3.955;15.04.2022;22
3.639;15.04.2022;23
1.712;15.04.2022;24
75.891;15.04.2022;Kokku
1.914;16.04.2022;1
1.921;16.04.2022;2
1.675;16.04.2022;3
1.997;16.04.2022;4
2.057;16.04.2022;5
2.778;16.04.2022;6
1.991;16.04.2022;7
3.22;16.04.2022;8
4.252;16.04.2022;9
5.619;16.04.2022;10
4.178;16.04.2022;11
3.17;16.04.2022;12
2.121;16.04.2022;13
3.269;16.04.2022;14
4.164;16.04.2022;15
3.306;16.04.2022;16
3.885;16.04.2022;17
3.062;16.04.2022;18
2.975;16.04.2022;19
3.992;16.04.2022;20
2.775;16.04.2022;21
3.248;16.04.2022;22
2.153;16.04.2022;23
1.457;16.04.2022;24
71.179;16.04.2022;Kokku
1.802;17.04.2022;1
2.142;17.04.2022;2
1.561;17.04.2022;3
1.62;17.04.2022;4
1.85;17.04.2022;5
1.565;17.04.2022;6
2.641;17.04.2022;7
2.479;17.04.2022;8
5.998;17.04.2022;9
4.292;17.04.2022;10
3.001;17.04.2022;11
4.668;17.04.2022;12
3.883;17.04.2022;13
3.219;17.04.2022;14
3.071;17.04.2022;15
3.951;17.04.2022;16
4.219;17.04.2022;17
5.305;17.04.2022;18
6.459;17.04.2022;19
6.894;17.04.2022;20
6.649;17.04.2022;21
6.998;17.04.2022;22
3.142;17.04.2022;23
2.082;17.04.2022;24
89.491;17.04.2022;Kokku
1.981;18.04.2022;1
1.935;18.04.2022;2
2.346;18.04.2022;3
2.265;18.04.2022;4
2.116;18.04.2022;5
2.784;18.04.2022;6
3.315;18.04.2022;7
3.314;18.04.2022;8
3.946;18.04.2022;9
2.741;18.04.2022;10
2.622;18.04.2022;11
1.863;18.04.2022;12
2.215;18.04.2022;13
4.001;18.04.2022;14
3.794;18.04.2022;15
5.147;18.04.2022;16
4.58;18.04.2022;17
3.352;18.04.2022;18
4.996;18.04.2022;19
4.305;18.04.2022;20
5.181;18.04.2022;21
5.652;18.04.2022;22
3.226;18.04.2022;23
2.334;18.04.2022;24
80.011;18.04.2022;Kokku
1.695;19.04.2022;1
1.736;19.04.2022;2
1.819;19.04.2022;3
1.823;19.04.2022;4
2.233;19.04.2022;5
2.893;19.04.2022;6
3.603;19.04.2022;7
3.727;19.04.2022;8
2.392;19.04.2022;9
1.947;19.04.2022;10
1.489;19.04.2022;11
1.504;19.04.2022;12
2.149;19.04.2022;13
1.477;19.04.2022;14
1.928;19.04.2022;15
3.979;19.04.2022;16
3.426;19.04.2022;17
5.464;19.04.2022;18
3.706;19.04.2022;19
3.196;19.04.2022;20
5.076;19.04.2022;21
4.174;19.04.2022;22
1.744;19.04.2022;23
1.667;19.04.2022;24
64.847;19.04.2022;Kokku
1.878;20.04.2022;1
1.644;20.04.2022;2
1.514;20.04.2022;3
1.672;20.04.2022;4
1.933;20.04.2022;5
1.939;20.04.2022;6
3.452;20.04.2022;7
3.176;20.04.2022;8
3.09;20.04.2022;9
2.191;20.04.2022;10
2.174;20.04.2022;11
1.766;20.04.2022;12
2.056;20.04.2022;13
2.311;20.04.2022;14
2.724;20.04.2022;15
2.696;20.04.2022;16
5.987;20.04.2022;17
3.693;20.04.2022;18
3.274;20.04.2022;19
5.923;20.04.2022;20
6.386;20.04.2022;21
5.034;20.04.2022;22
3.327;20.04.2022;23
1.574;20.04.2022;24
71.414;20.04.2022;Kokku
1.53;21.04.2022;1
2.095;21.04.2022;2
1.478;21.04.2022;3
1.862;21.04.2022;4
1.94;21.04.2022;5
2.49;21.04.2022;6
2.816;21.04.2022;7
3.381;21.04.2022;8
2.954;21.04.2022;9
2.946;21.04.2022;10
1.669;21.04.2022;11
2.058;21.04.2022;12
2.43;21.04.2022;13
1.579;21.04.2022;14
3.578;21.04.2022;15
3.421;21.04.2022;16
4.24;21.04.2022;17
4.123;21.04.2022;18
3.03;21.04.2022;19
3.916;21.04.2022;20
2.726;21.04.2022;21
4.401;21.04.2022;22
3.875;21.04.2022;23
1.91;21.04.2022;24
66.448;21.04.2022;Kokku
2.237;22.04.2022;1
1.611;22.04.2022;2
1.577;22.04.2022;3
1.748;22.04.2022;4
2.265;22.04.2022;5
2.456;22.04.2022;6
3.46;22.04.2022;7
3.69;22.04.2022;8
2.68;22.04.2022;9
2.663;22.04.2022;10
2.6;22.04.2022;11
2.304;22.04.2022;12
2.376;22.04.2022;13
1.602;22.04.2022;14
2.34;22.04.2022;15
2.758;22.04.2022;16
5.033;22.04.2022;17
6.276;22.04.2022;18
5.418;22.04.2022;19
5.368;22.04.2022;20
2.875;22.04.2022;21
3.797;22.04.2022;22
2.636;22.04.2022;23
2.026;22.04.2022;24
71.796;22.04.2022;Kokku
1.722;23.04.2022;1
1.676;23.04.2022;2
1.746;23.04.2022;3
1.913;23.04.2022;4
1.916;23.04.2022;5
1.692;23.04.2022;6
3.903;23.04.2022;7
2.696;23.04.2022;8
3.851;23.04.2022;9
1.717;23.04.2022;10
2.835;23.04.2022;11
3.789;23.04.2022;12
3.983;23.04.2022;13
3.163;23.04.2022;14
2.877;23.04.2022;15
3.76;23.04.2022;16
2.305;23.04.2022;17
2.108;23.04.2022;18
2.171;23.04.2022;19
2.565;23.04.2022;20
5.19;23.04.2022;21
5.323;23.04.2022;22
3.892;23.04.2022;23
2.271;23.04.2022;24
69.064;23.04.2022;Kokku
1.527;24.04.2022;1
1.594;24.04.2022;2
1.502;24.04.2022;3
1.476;24.04.2022;4
1.463;24.04.2022;5
1.67;24.04.2022;6
2.037;24.04.2022;7
2.762;24.04.2022;8
5.13;24.04.2022;9
3.968;24.04.2022;10
3.224;24.04.2022;11
2.883;24.04.2022;12
5.381;24.04.2022;13
4.789;24.04.2022;14
3.858;24.04.2022;15
5.104;24.04.2022;16
3.441;24.04.2022;17
4.881;24.04.2022;18
5.013;24.04.2022;19
4.218;24.04.2022;20
4.758;24.04.2022;21
4.402;24.04.2022;22
1.913;24.04.2022;23
1.521;24.04.2022;24
78.515;24.04.2022;Kokku
1.383;25.04.2022;1
1.285;25.04.2022;2
1.278;25.04.2022;3
1.352;25.04.2022;4
1.623;25.04.2022;5
2.695;25.04.2022;6
2.264;25.04.2022;7
2.167;25.04.2022;8
2.736;25.04.2022;9
1.621;25.04.2022;10
1.521;25.04.2022;11
1.723;25.04.2022;12
3.86;25.04.2022;13
3.243;25.04.2022;14
4.071;25.04.2022;15
4.219;25.04.2022;16
4.302;25.04.2022;17
3.069;25.04.2022;18
4.497;25.04.2022;19
4.404;25.04.2022;20
5.699;25.04.2022;21
2.477;25.04.2022;22
2.074;25.04.2022;23
1.417;25.04.2022;24
64.98;25.04.2022;Kokku
1.267;26.04.2022;1
1.457;26.04.2022;2
1.394;26.04.2022;3
1.589;26.04.2022;4
2.249;26.04.2022;5
1.762;26.04.2022;6
2.783;26.04.2022;7
2.62;26.04.2022;8
3.638;26.04.2022;9
2.455;26.04.2022;10
2.728;26.04.2022;11
2.744;26.04.2022;12
2.445;26.04.2022;13
2.804;26.04.2022;14
2.201;26.04.2022;15
1.693;26.04.2022;16
2.344;26.04.2022;17
3.8;26.04.2022;18
3.687;26.04.2022;19
5.769;26.04.2022;20
4.493;26.04.2022;21
2.846;26.04.2022;22
1.454;26.04.2022;23
1.341;26.04.2022;24
61.563;26.04.2022;Kokku
1.443;27.04.2022;1
1.347;27.04.2022;2
1.492;27.04.2022;3
1.525;27.04.2022;4
2.175;27.04.2022;5
1.917;27.04.2022;6
2.689;27.04.2022;7
3.057;27.04.2022;8
3.56;27.04.2022;9
2.484;27.04.2022;10
2.538;27.04.2022;11
2.289;27.04.2022;12
1.436;27.04.2022;13
1.531;27.04.2022;14
2.066;27.04.2022;15
1.982;27.04.2022;16
3.626;27.04.2022;17
3.855;27.04.2022;18
4.724;27.04.2022;19
3.604;27.04.2022;20
3.417;27.04.2022;21
4.193;27.04.2022;22
2.562;27.04.2022;23
2.318;27.04.2022;24
61.83;27.04.2022;Kokku
1.585;28.04.2022;1
1.879;28.04.2022;2
1.541;28.04.2022;3
1.334;28.04.2022;4
1.81;28.04.2022;5
2.146;28.04.2022;6
2.702;28.04.2022;7
2.7;28.04.2022;8
3.353;28.04.2022;9
3.031;28.04.2022;10
2.98;28.04.2022;11
2.327;28.04.2022;12
1.36;28.04.2022;13
2.294;28.04.2022;14
3.02;28.04.2022;15
3.592;28.04.2022;16
5.564;28.04.2022;17
5.646;28.04.2022;18
3.774;28.04.2022;19
3.661;28.04.2022;20
3.821;28.04.2022;21
2.834;28.04.2022;22
2.104;28.04.2022;23
2.411;28.04.2022;24
67.469;28.04.2022;Kokku
1.918;29.04.2022;1
1.874;29.04.2022;2
2.099;29.04.2022;3
3.215;29.04.2022;4
2.32;29.04.2022;5
2.245;29.04.2022;6
2.751;29.04.2022;7
3.506;29.04.2022;8
2.078;29.04.2022;9
1.541;29.04.2022;10
1.406;29.04.2022;11
2.541;29.04.2022;12
2.436;29.04.2022;13
2.807;29.04.2022;14
3.352;29.04.2022;15
3.092;29.04.2022;16
3.821;29.04.2022;17
3.152;29.04.2022;18
3.568;29.04.2022;19
3.948;29.04.2022;20
3.039;29.04.2022;21
2.743;29.04.2022;22
2.965;29.04.2022;23
2.388;29.04.2022;24
64.805;29.04.2022;Kokku
1.673;30.04.2022;1
1.822;30.04.2022;2
1.461;30.04.2022;3
1.482;30.04.2022;4
2.144;30.04.2022;5
1.631;30.04.2022;6
2.394;30.04.2022;7
2.316;30.04.2022;8
3.96;30.04.2022;9
2.592;30.04.2022;10
4.699;30.04.2022;11
5.189;30.04.2022;12
3.212;30.04.2022;13
3.818;30.04.2022;14
4.121;30.04.2022;15
2.817;30.04.2022;16
3.67;30.04.2022;17
3.098;30.04.2022;18
2.757;30.04.2022;19
4.164;30.04.2022;20
4.005;30.04.2022;21
2.887;30.04.2022;22
1.886;30.04.2022;23
1.808;30.04.2022;24
69.606;30.04.2022;Kokku
1.401;1.05.2022;1
1.626;1.05.2022;2
2.138;1.05.2022;3
1.356;1.05.2022;4
1.675;1.05.2022;5
1.8;1.05.2022;6
3.15;1.05.2022;7
2.487;1.05.2022;8
3.942;1.05.2022;9
3.429;1.05.2022;10
3.726;1.05.2022;11
2.309;1.05.2022;12
1.948;1.05.2022;13
2.936;1.05.2022;14
4.289;1.05.2022;15
3.165;1.05.2022;16
2.676;1.05.2022;17
2.758;1.05.2022;18
4.944;1.05.2022;19
5.724;1.05.2022;20
4.047;1.05.2022;21
3.357;1.05.2022;22
1.962;1.05.2022;23
1.533;1.05.2022;24
68.378;1.05.2022;Kokku
1.491;2.05.2022;1
1.637;2.05.2022;2
1.716;2.05.2022;3
1.869;2.05.2022;4
2.109;2.05.2022;5
2.129;2.05.2022;6
5.015;2.05.2022;7
3.438;2.05.2022;8
3.004;2.05.2022;9
1.531;2.05.2022;10
2.195;2.05.2022;11
1.187;2.05.2022;12
1.918;2.05.2022;13
2.11;2.05.2022;14
2.348;2.05.2022;15
3.921;2.05.2022;16
3.806;2.05.2022;17
4.691;2.05.2022;18
5.827;2.05.2022;19
4.744;2.05.2022;20
4.238;2.05.2022;21
3.443;2.05.2022;22
2.151;2.05.2022;23
1.5;2.05.2022;24
68.018;2.05.2022;Kokku
1.445;3.05.2022;1
2.06;3.05.2022;2
1.58;3.05.2022;3
1.802;3.05.2022;4
1.559;3.05.2022;5
2.303;3.05.2022;6
3.474;3.05.2022;7
3.711;3.05.2022;8
2.938;3.05.2022;9
1.726;3.05.2022;10
2.327;3.05.2022;11
1.636;3.05.2022;12
2.51;3.05.2022;13
2.407;3.05.2022;14
2.902;3.05.2022;15
4.481;3.05.2022;16
4.418;3.05.2022;17
3.924;3.05.2022;18
2.958;3.05.2022;19
4.709;3.05.2022;20
5.039;3.05.2022;21
5.276;3.05.2022;22
3.278;3.05.2022;23
2.336;3.05.2022;24
70.799;3.05.2022;Kokku
1.552;4.05.2022;1
1.357;4.05.2022;2
1.327;4.05.2022;3
1.68;4.05.2022;4
1.638;4.05.2022;5
2.092;4.05.2022;6
3.471;4.05.2022;7
2.831;4.05.2022;8
3.178;4.05.2022;9
1.809;4.05.2022;10
2.491;4.05.2022;11
1.838;4.05.2022;12
3.825;4.05.2022;13
2.557;4.05.2022;14
1.629;4.05.2022;15
2.508;4.05.2022;16
3.904;4.05.2022;17
5.388;4.05.2022;18
4.66;4.05.2022;19
5.777;4.05.2022;20
5.604;4.05.2022;21
4.18;4.05.2022;22
3.057;4.05.2022;23
1.829;4.05.2022;24
70.182;4.05.2022;Kokku
1.58;5.05.2022;1
1.446;5.05.2022;2
1.995;5.05.2022;3
1.552;5.05.2022;4
1.8;5.05.2022;5
2.438;5.05.2022;6
2.469;5.05.2022;7
2.795;5.05.2022;8
2.353;5.05.2022;9
1.75;5.05.2022;10
2.004;5.05.2022;11
1.623;5.05.2022;12
3.219;5.05.2022;13
3.158;5.05.2022;14
1.814;5.05.2022;15
2.35;5.05.2022;16
4.034;5.05.2022;17
5.513;5.05.2022;18
4.834;5.05.2022;19
5.642;5.05.2022;20
5.996;5.05.2022;21
4.091;5.05.2022;22
1.932;5.05.2022;23
1.797;5.05.2022;24
68.185;5.05.2022;Kokku
1.991;6.05.2022;1
1.686;6.05.2022;2
2.065;6.05.2022;3
2.526;6.05.2022;4
1.737;6.05.2022;5
2.082;6.05.2022;6
3.387;6.05.2022;7
3.967;6.05.2022;8
3.188;6.05.2022;9
1.719;6.05.2022;10
2.219;6.05.2022;11
1.471;6.05.2022;12
2.298;6.05.2022;13
2.218;6.05.2022;14
3.11;6.05.2022;15
2.131;6.05.2022;16
3.271;6.05.2022;17
4.762;6.05.2022;18
3.189;6.05.2022;19
4.604;6.05.2022;20
3.529;6.05.2022;21
4.036;6.05.2022;22
2.337;6.05.2022;23
1.677;6.05.2022;24
65.2;6.05.2022;Kokku
1.756;7.05.2022;1
1.945;7.05.2022;2
1.637;7.05.2022;3
1.87;7.05.2022;4
2.416;7.05.2022;5
1.608;7.05.2022;6
2.435;7.05.2022;7
2.714;7.05.2022;8
6.495;7.05.2022;9
4.66;7.05.2022;10
3.31;7.05.2022;11
2.044;7.05.2022;12
2.537;7.05.2022;13
2.921;7.05.2022;14
2.914;7.05.2022;15
2.471;7.05.2022;16
2.646;7.05.2022;17
3.092;7.05.2022;18
2.385;7.05.2022;19
3.797;7.05.2022;20
3.613;7.05.2022;21
5.261;7.05.2022;22
3.244;7.05.2022;23
2.49;7.05.2022;24
70.261;7.05.2022;Kokku
2.373;8.05.2022;1
1.539;8.05.2022;2
1.687;8.05.2022;3
1.517;8.05.2022;4
1.513;8.05.2022;5
2.637;8.05.2022;6
2.359;8.05.2022;7
3.402;8.05.2022;8
3.236;8.05.2022;9
3.051;8.05.2022;10
3.081;8.05.2022;11
2.999;8.05.2022;12
2.772;8.05.2022;13
2.523;8.05.2022;14
1.96;8.05.2022;15
3.408;8.05.2022;16
2.585;8.05.2022;17
3.961;8.05.2022;18
8.952;8.05.2022;19
10.29;8.05.2022;20
6.996;8.05.2022;21
4.858;8.05.2022;22
2.582;8.05.2022;23
1.758;8.05.2022;24
82.039;8.05.2022;Kokku
3.393;9.05.2022;1
3.002;9.05.2022;2
2.387;9.05.2022;3
1.737;9.05.2022;4
2.019;9.05.2022;5
2.015;9.05.2022;6
3.566;9.05.2022;7
3.982;9.05.2022;8
3.343;9.05.2022;9
2.26;9.05.2022;10
4.017;9.05.2022;11
3.666;9.05.2022;12
2.054;9.05.2022;13
2.128;9.05.2022;14
3.149;9.05.2022;15
4.565;9.05.2022;16
5.077;9.05.2022;17
4.903;9.05.2022;18
4.207;9.05.2022;19
4.241;9.05.2022;20
3.489;9.05.2022;21
4.598;9.05.2022;22
2.497;9.05.2022;23
1.946;9.05.2022;24
78.241;9.05.2022;Kokku
1.697;10.05.2022;1
2.123;10.05.2022;2
1.82;10.05.2022;3
1.818;10.05.2022;4
1.991;10.05.2022;5
2.324;10.05.2022;6
3.51;10.05.2022;7
3.676;10.05.2022;8
3.241;10.05.2022;9
2.138;10.05.2022;10
2.209;10.05.2022;11
2.581;10.05.2022;12
2.655;10.05.2022;13
1.952;10.05.2022;14
2.785;10.05.2022;15
2.411;10.05.2022;16
3.25;10.05.2022;17
4.125;10.05.2022;18
4.201;10.05.2022;19
3.524;10.05.2022;20
5.196;10.05.2022;21
3.342;10.05.2022;22
2.609;10.05.2022;23
1.643;10.05.2022;24
66.821;10.05.2022;Kokku
1.64;11.05.2022;1
1.518;11.05.2022;2
1.683;11.05.2022;3
1.941;11.05.2022;4
2.312;11.05.2022;5
2.937;11.05.2022;6
1.9;11.05.2022;7
2.727;11.05.2022;8
2.698;11.05.2022;9
2.035;11.05.2022;10
2.515;11.05.2022;11
1.96;11.05.2022;12
2.623;11.05.2022;13
1.916;11.05.2022;14
3.208;11.05.2022;15
4.043;11.05.2022;16
4.398;11.05.2022;17
5.846;11.05.2022;18
5.522;11.05.2022;19
4.804;11.05.2022;20
4.235;11.05.2022;21
3.596;11.05.2022;22
3.701;11.05.2022;23
2.718;11.05.2022;24
72.476;11.05.2022;Kokku
1.431;12.05.2022;1
1.596;12.05.2022;2
1.598;12.05.2022;3
1.815;12.05.2022;4
1.719;12.05.2022;5
2.358;12.05.2022;6
2.568;12.05.2022;7
2.993;12.05.2022;8
3.935;12.05.2022;9
3.103;12.05.2022;10
2.433;12.05.2022;11
1.722;12.05.2022;12
1.913;12.05.2022;13
1.953;12.05.2022;14
4.077;12.05.2022;15
4.982;12.05.2022;16
4.743;12.05.2022;17
2.848;12.05.2022;18
4.281;12.05.2022;19
7.07;12.05.2022;20
7.948;12.05.2022;21
5.693;12.05.2022;22
3.255;12.05.2022;23
2.25;12.05.2022;24
78.284;12.05.2022;Kokku
2.498;13.05.2022;1
2.591;13.05.2022;2
2.27;13.05.2022;3
1.883;13.05.2022;4
2.113;13.05.2022;5
2.614;13.05.2022;6
3.316;13.05.2022;7
2.989;13.05.2022;8
4.104;13.05.2022;9
3.32;13.05.2022;10
1.941;13.05.2022;11
3.041;13.05.2022;12
2.853;13.05.2022;13
4.014;13.05.2022;14
3.12;13.05.2022;15
2.626;13.05.2022;16
4.752;13.05.2022;17
3.544;13.05.2022;18
4.556;13.05.2022;19
3.937;13.05.2022;20
3.125;13.05.2022;21
4.706;13.05.2022;22
4.753;13.05.2022;23
3.678;13.05.2022;24
78.344;13.05.2022;Kokku
2.65;14.05.2022;1
2.2;14.05.2022;2
1.662;14.05.2022;3
2.186;14.05.2022;4
1.871;14.05.2022;5
2.202;14.05.2022;6
2.012;14.05.2022;7
3.082;14.05.2022;8
4.501;14.05.2022;9
3.019;14.05.2022;10
2.698;14.05.2022;11
2.519;14.05.2022;12
1.904;14.05.2022;13
3.367;14.05.2022;14
3.638;14.05.2022;15
2.919;14.05.2022;16
3.571;14.05.2022;17
3.916;14.05.2022;18
4.504;14.05.2022;19
3.914;14.05.2022;20
3.559;14.05.2022;21
3.752;14.05.2022;22
4.468;14.05.2022;23
3.624;14.05.2022;24
73.738;14.05.2022;Kokku
2.874;15.05.2022;1
1.835;15.05.2022;2
1.584;15.05.2022;3
1.541;15.05.2022;4
2.347;15.05.2022;5
1.783;15.05.2022;6
3.648;15.05.2022;7
2.366;15.05.2022;8
3.495;15.05.2022;9
3.792;15.05.2022;10
4.268;15.05.2022;11
4.73;15.05.2022;12
3.796;15.05.2022;13
3.113;15.05.2022;14
3.7;15.05.2022;15
3.413;15.05.2022;16
3.53;15.05.2022;17
5.274;15.05.2022;18
4.323;15.05.2022;19
4.394;15.05.2022;20
4.569;15.05.2022;21
7.249;15.05.2022;22
4.62;15.05.2022;23
3.647;15.05.2022;24
85.891;15.05.2022;Kokku
2.83;16.05.2022;1
1.879;16.05.2022;2
1.802;16.05.2022;3
1.976;16.05.2022;4
1.976;16.05.2022;5
3.388;16.05.2022;6
5.668;16.05.2022;7
2.782;16.05.2022;8
2.328;16.05.2022;9
2.012;16.05.2022;10
2.599;16.05.2022;11
3.958;16.05.2022;12
3.353;16.05.2022;13
1.924;16.05.2022;14
1.938;16.05.2022;15
3.219;16.05.2022;16
3.791;16.05.2022;17
4.804;16.05.2022;18
3.468;16.05.2022;19
3.163;16.05.2022;20
4.635;16.05.2022;21
4.825;16.05.2022;22
2.696;16.05.2022;23
1.746;16.05.2022;24
72.76;16.05.2022;Kokku
1.505;17.05.2022;1
2.023;17.05.2022;2
1.569;17.05.2022;3
1.594;17.05.2022;4
1.613;17.05.2022;5
2.572;17.05.2022;6
5.087;17.05.2022;7
3.037;17.05.2022;8
2.783;17.05.2022;9
1.96;17.05.2022;10
1.968;17.05.2022;11
1.726;17.05.2022;12
1.754;17.05.2022;13
1.704;17.05.2022;14
4.133;17.05.2022;15
4.677;17.05.2022;16
3.598;17.05.2022;17
2.847;17.05.2022;18
3.953;17.05.2022;19
6.061;17.05.2022;20
4.654;17.05.2022;21
3.647;17.05.2022;22
1.467;17.05.2022;23
1.601;17.05.2022;24
67.533;17.05.2022;Kokku
1.522;18.05.2022;1
1.551;18.05.2022;2
1.407;18.05.2022;3
1.694;18.05.2022;4
2.564;18.05.2022;5
2.258;18.05.2022;6
4.058;18.05.2022;7
3.553;18.05.2022;8
3.172;18.05.2022;9
2.214;18.05.2022;10
1.797;18.05.2022;11
1.731;18.05.2022;12
1.92;18.05.2022;13
1.798;18.05.2022;14
2.794;18.05.2022;15
3.322;18.05.2022;16
5.163;18.05.2022;17
6.685;18.05.2022;18
5.397;18.05.2022;19
3.318;18.05.2022;20
7.061;18.05.2022;21
4.809;18.05.2022;22
3.317;18.05.2022;23
2.164;18.05.2022;24
75.269;18.05.2022;Kokku
1.429;19.05.2022;1
1.613;19.05.2022;2
1.632;19.05.2022;3
1.555;19.05.2022;4
1.924;19.05.2022;5
2.495;19.05.2022;6
3.571;19.05.2022;7
3.036;19.05.2022;8
2.113;19.05.2022;9
1.797;19.05.2022;10
1.773;19.05.2022;11
2.01;19.05.2022;12
1.502;19.05.2022;13
1.847;19.05.2022;14
3.259;19.05.2022;15
2.449;19.05.2022;16
4.678;19.05.2022;17
3.454;19.05.2022;18
2.941;19.05.2022;19
3.649;19.05.2022;20
7.093;19.05.2022;21
4.263;19.05.2022;22
2.315;19.05.2022;23
1.637;19.05.2022;24
64.035;19.05.2022;Kokku
1.682;20.05.2022;1
1.539;20.05.2022;2
2.013;20.05.2022;3
1.754;20.05.2022;4
1.744;20.05.2022;5
2.969;20.05.2022;6
2.279;20.05.2022;7
2.727;20.05.2022;8
2.374;20.05.2022;9
2.627;20.05.2022;10
2.203;20.05.2022;11
4.178;20.05.2022;12
2.247;20.05.2022;13
3.796;20.05.2022;14
4.568;20.05.2022;15
5.437;20.05.2022;16
7.318;20.05.2022;17
6.378;20.05.2022;18
3.24;20.05.2022;19
4.995;20.05.2022;20
5.123;20.05.2022;21
4.646;20.05.2022;22
3.373;20.05.2022;23
2.183;20.05.2022;24
81.393;20.05.2022;Kokku
2.19;21.05.2022;1
2.694;21.05.2022;2
2.295;21.05.2022;3
2.123;21.05.2022;4
2.223;21.05.2022;5
2.304;21.05.2022;6
3.064;21.05.2022;7
3.249;21.05.2022;8
5.628;21.05.2022;9
4.17;21.05.2022;10
5.584;21.05.2022;11
3.599;21.05.2022;12
3.992;21.05.2022;13
4.645;21.05.2022;14
2.342;21.05.2022;15
3.324;21.05.2022;16
2.638;21.05.2022;17
2.476;21.05.2022;18
4.616;21.05.2022;19
5.997;21.05.2022;20
3.327;21.05.2022;21
2.651;21.05.2022;22
2.315;21.05.2022;23
3.188;21.05.2022;24
80.634;21.05.2022;Kokku
2.261;22.05.2022;1
1.806;22.05.2022;2
1.582;22.05.2022;3
1.482;22.05.2022;4
1.445;22.05.2022;5
1.379;22.05.2022;6
3.313;22.05.2022;7
3.725;22.05.2022;8
3.596;22.05.2022;9
3.351;22.05.2022;10
3.494;22.05.2022;11
3.159;22.05.2022;12
3.062;22.05.2022;13
3.085;22.05.2022;14
3.421;22.05.2022;15
2.458;22.05.2022;16
2.316;22.05.2022;17
6.306;22.05.2022;18
6.756;22.05.2022;19
5.313;22.05.2022;20
4.578;22.05.2022;21
5.458;22.05.2022;22
3.87;22.05.2022;23
2.154;22.05.2022;24
79.37;22.05.2022;Kokku
1.612;23.05.2022;1
1.684;23.05.2022;2
2.956;23.05.2022;3
3.399;23.05.2022;4
3.647;23.05.2022;5
3.496;23.05.2022;6
2.447;23.05.2022;7
3.81;23.05.2022;8
2.688;23.05.2022;9
2.042;23.05.2022;10
1.813;23.05.2022;11
2.628;23.05.2022;12
1.818;23.05.2022;13
3.579;23.05.2022;14
4.929;23.05.2022;15
5.167;23.05.2022;16
2.859;23.05.2022;17
3.2;23.05.2022;18
5.275;23.05.2022;19
5.845;23.05.2022;20
5.841;23.05.2022;21
4.027;23.05.2022;22
2.184;23.05.2022;23
1.364;23.05.2022;24
78.31;23.05.2022;Kokku
2.574;24.05.2022;1
1.489;24.05.2022;2
1.659;24.05.2022;3
1.814;24.05.2022;4
2.031;24.05.2022;5
2.26;24.05.2022;6
2.498;24.05.2022;7
2.991;24.05.2022;8
3.255;24.05.2022;9
1.455;24.05.2022;10
1.298;24.05.2022;11
1.817;24.05.2022;12
1.998;24.05.2022;13
2.587;24.05.2022;14
3.247;24.05.2022;15
3.775;24.05.2022;16
2.138;24.05.2022;17
2.719;24.05.2022;18
4.913;24.05.2022;19
4.306;24.05.2022;20
3.81;24.05.2022;21
4.322;24.05.2022;22
2.013;24.05.2022;23
1.419;24.05.2022;24
62.388;24.05.2022;Kokku
1.47;25.05.2022;1
1.525;25.05.2022;2
1.931;25.05.2022;3
1.404;25.05.2022;4
